ID,dia,mes,anio,variable,fechapatria,local,Descripcion,ampliación
394,23,8,,,F,T,"(1916) Comenzó la atención al público de la Agencia Marcos Juárez del Banco de la Nación Argentina, en Bv. Entre Ríos y Central Norte (hoy Belgrano y Alem) frente al actual emplazamiento.",
395,23,8,,,F,T,(1964) Se creo la caja de Créditos de Marcos Juárez Cooperativa limitada que cerro sus puertas dos años mas tarde.,
396,23,8,,,F,T,(1979) Se realizó la Asamblea de constitución del Centro Juvenil Agrario “Alborada”.,
397,23,8,,,F,F,El día del Trabajador del Caucho,
398,24,8,,,F,T,"(1924) Se creó el Club Atlético Boca Juniors. Años después, y junto al Club Newell´s Old Boys, fueron la base para el surgimiento del Club A. B. y M. San Martín.",
399,24,8,,,F,F,El día del Fiambrero,
400,25,8,1594,,F,F,La fundación de la ciudad de San Luis (1594).,
401,25,8,,,F,T,(1928) Comenzó la organización concreta de la Federación Argentina de Trabajadores Rurales y Estibadores (F.A.T.R.E. ).,
402,25,8,,,F,F,El día del Peluquero,
403,25,8,,,F,F,El día de la Indumentaria,
404,26,8,1998,,F,F,El día Nacional de la Solidaridad,
405,26,8,,,F,T,(1928) Fue transferida la usina que en 1914 puso en marcha Don Juan Martín a la Compañía Anglo Argentina de Electricidad S.A.,
406,26,8,,,F,F,El día de la Petroquímica,
407,26,8,,,F,F,El día del Actor,
408,26,8,,,F,F,El día de la Facultad de Medicina,
409,27,8,,,F,F,El día de la Radiotelefonía Argentina,
410,27,8,,,F,F,El día del Trabajador de Estaciones de Servicio y GNC,
411,28,8,,,F,T,"(1978) Se fundó la congregación del Santísimo Sacramento, que comenzó su tarea con 78 socios.",
412,28,8,,,F,T,(1953) Primera Obra teatral de la peña “Elevación”,
413,28,8,,,F,F,El día de la Sociedad Anónima,
414,28,8,,,F,F,El día de la Ancianidad,
415,29,8,1840,,F,F,El día del Árbol,
416,29,8,1958,,F,F,El día del Abogado,
417,29,8,,,F,T,(1966) Abrió sus puertas la sucursal Marcos Juárez del Banco Ganadero Argentino.,
418,29,8,,,F,F,El día del Aceitero,
419,30,8,,,F,T,"(1962) Actuó, en el salón del Club San Martín, el pianista Astor Piazzola al frente de un quinteto típico.",
420,30,8,,,F,F,El día del Trabajador de la Industria del Chacinado,
421,30,8,,,F,F,El día del Ferroviario,
422,30,8,,,F,F,El día del Radioteatro,
423,31,8,1897,,F,F,El día de la Fragata Presidente Sarmiento,
424,31,8,,,F,F,El día Internacional de la solidaridad,
425,31,8,,,F,F,El día de la Obstetricia,
426,1,9,,,F,T,(1866) Se inaugura tramo ferroviario de Tortugas a Fraile Muerto (que pasa por nuestra ciudad),
427,1,9,,,F,T,(1981) Se concretó la creación de la Delegación Marcos Juárez del Consejo Profesional de Ciencias Económicas.,
428,1,9,,,F,F,El día del Jubilado Ferroviario,
429,1,9,,,F,F,El día del Periodista Agrario,
430,2,9,,,F,F,El día de la Industria Argentina,
431,3,9,,,F,F,El día del Ferretero,
432,3,9,,,F,F,El día de la Higiene Social,
433,4,9,,,F,F,El día del Inmigrante.,Establecido por decreto del Poder Ejecutivo Nacional Nº 21.430 de 1949.
434,4,9,,,F,F,El día de la Secretaria.,
435,4,9,,,F,F,El día de las Voluntarias de Servicios Hospitalarios,
436,4,9,,,F,F,El día del Parapsicólogo Argentino,
437,4,9,,,F,F,El día del Aerofilatelista,
438,5,9,,,F,F,El día del Niño Explorador,
439,5,9,,,F,F,El día del Voluntario de la Defensa Civil,
440,5,9,,,F,F,El día de la Obra de Arte,
441,6,9,,,F,F,El Año Nuevo Judío.,"Hoy al atardecer comienza el año 5764 y se extiende hasta el 8 a la noche. Por ley 24.571 del Ministerio del Interior, los días de Año Nuevo Judío se declaran no laborables para quienes profesen esta religión."
442,6,9,,,F,T,(1987) Elecciones municipales Henry Bautista Dellarossa es reelecto Intendente con 6.016 votos.,
443,6,9,,,F,F,El día del Soldado,
444,6,9,,,F,F,El día de la Biblia,
445,6,9,,,F,F,El día Nacional de las Relaciones Públicas,
446,6,9,,,F,F,El día de la Banca Nacional,
447,7,9,,,F,T,"(1935) El Int. municipal Dr. Jorge Loinas designó con el nombre de “Juan B. Alberdi"" a la plazoleta ubicada frente a la plaza Gral. Paz.",
448,7,9,,,F,F,El día de la Tía,
449,7,9,,,F,F,El día del Trabajador Metalúrgico,
450,7,9,,,F,F,El día del Fundidor,
451,8,9,,,F,F,El día Internacional de la Alfabetización.,"Su antecedente se encuentra en las disposiciones de la Primera Reunión del Congreso Mundial de Ministros de Educación, realizado en Teherán (Irán) en 1965 (del que participó Argentina) y donde se determinó unificar acciones para la erradicación del analfabetismo."
452,8,9,,,F,F,El día del Cadete de Aeronáutica,
453,8,9,,,F,F,El día del Agricultor y Productor Agrario,
454,9,9,,,F,F,El día Nacional de la Cooperación,
455,10,9,,,F,F,El día del Profesional,
456,11,9,1888,,F,F,El día del Maestro,Se instituye la fecha en honor a la memoria de Domingo Faustino Sarmiento.
457,11,9,,,F,F,El día del Autor Teatral,
458,11,9,,,F,F,El día del Arbol,
459,11,9,,,F,F,El día de la Industria Lechera,
460,11,9,,,F,F,El día del Cliente,
461,12,9,,,F,F,El día de la Industria Naval,
462,12,9,,,F,F,El día del Inmigrante,
463,13,9,,,F,F,El día del Bibliotecario,"Por gestiones realizadas ante el Ministerio de Cultura y Educación, la Asociación de Bibliotecarios Graduados de la República Argentina (ABGRA), logró que se instituyera este día a través del artículo 2 del Decreto N° 17.650/54."
464,13,9,,,F,F,El día del Trabajador del Calzado,
465,13,9,,,F,F,El día de la Infantería,
466,14,9,,,F,F,El día del Cartero,
467,14,9,,,F,F,El día del Boxeador,
468,15,9,,,F,T,"(1946) Se constituyó la Cooperativa Agrícola Ganadera de Marcos Juárez Limitada, con ciento once socios fundadores.",
469,15,9,,,F,F,El día de la Flor,
470,15,9,,,F,F,El día del Magistrado,
471,15,9,,,F,F,El día del Comercio Automotor,
472,15,9,,,F,F,El día del Trabajador Fosforero,
473,15,9,,,F,F,El día del Lanero,
474,16,9,,,F,F,El día Internacional de la Protección de la Capa de Ozono,"Se realiza en conmemoración al día en que se firmó el Protocolo de Montreal, en 1987, relativo a las sustancias que agotan la capa de ozono (Resolución 49/114 del 19 de diciembre)."
475,16,9,,,F,F,El día de los Derechos de los Estudiantes Secundarios,"Fecha instituida por la Comisión Provincial por la Memoria, en conmemoración a 'La Noche de los Lápices', ocurrida en 1976."
476,16,9,,Tercer martes de setiembre,F,F,El día Internacional de la Paz,
477,17,9,,,F,F,El día del Profesor,"Recuerda al profesor, orador, escritor, periodista y educador José Manuel Estrada, que nació el 13 de julio de 1842 y falleció el 17 de septiembre de 1894."
478,17,9,,,F,F,El día del Psicopedagogo,
479,17,9,,,F,F,El día del Perfumista,
480,17,9,,,F,F,El día de la Enseñanza Media,
481,17,9,,,F,F,El día Internacional de la Paz,
482,18,9,,,F,T,(1887) Un grupo de vecinos envió una nota al Ministerio de Gobierno de la Provincia para que nuestro pueblo sea declarado Villa con el nombre de “Marcos Juárez”.,
483,18,9,,,F,F,El día del Lavandero,
484,19,9,,,F,T,(1911) Se fundó el primer comité radical en Marcos Juárez,
485,19,9,,,F,T,(1987) Inicia sus emisiones Televisora Regional Unimar,
486,19,9,,,F,F,El día de la Instrumentadora Quirúrjica,
487,19,9,,,F,F,El día del Sordomudo,
488,20,9,,,F,F,El día de los novios (San Valentín),
489,20,9,,,F,F,El día del jubilado,
490,20,9,,,F,F,El día del Feriante,
491,20,9,,,F,F,El día de la Honradez,
492,21,9,,,F,F,El día de la Primavera,
493,21,9,,,F,F,El día del Estudiante,
494,21,9,,,F,F,El día Mundial de las Artes,
495,21,9,,,F,T,"(1948) Organizada por los alumnos del Instituto Secundario “Mariquita Sánchez de Thompson”, se lleva a cabo en la Plaza Gral. Paz, la primera Estudiantina marcosjuarense.",
